day,month,year,Temperature, RH, Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes
25,7,2012,30,75,17,0.3874114218649142,73.11258857813509,20.01317216058749,121.16406842489125,1.7589412254478693,28.146227604684505,3.374822843729828,0
28,8,2012,24,54,17,0.1,79.70432168503716,4.304321685037156,15.217286740148625,1.7172867401486251,5.1043216850371556,0.7151258976300471,0
21,6,2012,33,48,13,0.3,80.48550826419962,17.228983471600746,80.51055224495963,2.325466056614206,22.50351741498654,4.0254660566142055,0
16,6,2012,30,78,16,0.3412847933921564,58.46882214890194,3.262398181941161,11.715631405294074,0.8651391735686256,3.8449677687254735,0.32385438017646917,0
18,6,2012,32,63,11,7.200417732619618,65.1786609427042,4.528591320600934,8.264295660300467,0.9357043396995329,4.3285913206009345,0.4,0
19,6,2012,31,67,14,3.8064826738949717,63.89035436398555,4.3032301405434845,8.167743380181161,0.9677433801811615,4.1193584504529035,0.38387169009058075,0
10,6,2012,26,86,14,0.24154780048339367,54.52036421885235,7.3391046934741855,34.27128974731009,0.5454173016918779,9.544400588881945,0.34154780048339367,0
16,6,2012,29,88,13,0.6670876882938117,37.339697074266425,1.9742692642182353,7.643883082274917,0.02194154113745883,2.408444640805859,0.010970770568729415,0
2,7,2012,27,74,18,1.1641027739466934,56.45384174711944,2.4239314840355375,8.311965742017769,0.8358972260533066,2.8239314840355374,0.3119657420177689,0
28,9,2012,24,54,17,0.09433279843508287,79.8303456359931,4.396342426603591,15.262339217214087,1.7453376125193372,5.162339217214088,0.7566720156491713,0
1,7,2012,28,65,18,1.352788442316207,61.01716340066799,2.7057932580177875,8.570600963140317,1.129399036859684,3.0175961474387356,0.42939903685968395,0
28,6,2012,31,49,13,0.2812556409615804,79.29080833125137,18.212556409615804,83.97825192163556,2.162511281923161,23.603184230096595,3.796906025288692,0
12,8,2012,22,76,25,8.822195459334676,47.367362783791584,1.2523070089726138,7.010879072069472,0.3891209279305276,1.7196697927641966,0.1,0
2,6,2012,25,80,20,11.510550005648112,46.803661865459816,2.1767220350470735,7.207759321650975,0.2730601695872561,2.457541526285305,0.1,0
6,7,2012,29,73,14,2.234124662272773,58.01390561495292,3.917845060501536,8.043569012100306,0.7217845060501535,3.9351683014263052,0.2608922530250768,0
22,6,2012,33,58,15,0.8002834868348361,74.2038743200761,7.001039451727732,8.3,1.6002834868348361,6.70094495611612,0.8003779824464481,0
13,6,2012,30,77,19,0.5506873683950404,58.70601326330877,4.346563158024797,7.860824842074049,0.9695875789629758,4.2175254737778545,0.37972505264198386,0
1,6,2012,29,71,14,3.1432514117078116,56.89944802360907,2.6428834274471877,8.02846629021125,0.7427914313820314,2.9,0.25711657255281256,0
6,8,2012,29,74,18,0.1,75.70951500131271,4.155836420507612,31.618310722724594,2.0224414296966122,6.065351421820326,0.9,0
14,6,2012,28,78,18,0.575315380670347,56.89116934123028,5.2778384260331235,7.611711548324132,0.8117115483241324,5.04018073569795,0.3623423096648265,0
24,8,2012,26,49,6,1.9448859375014589,61.82052170137511,11.86631918402867,27.842801041673475,0.6306189236103006,11.86325729166764,0.4183713541661804,0
17,7,2012,30,61,14,0.03758258592122226,78.77648654658199,3.6885736169758894,15.812747757763667,2.1254955155273336,4.6134084451334445,1.0254955155273335,0
1,9,2012,25,76,16,6.57797491698307,45.300221781605956,1.265443050943504,7.560474660848868,0.191360762735876,1.765443050943504,0.09136076273587597,0
19,6,2012,31,71,14,0.4551522415719971,60.46108601463181,3.8356026383588833,8.011867546119628,0.8118675461196279,3.7296688652990695,0.3059337730598139,0
22,6,2012,33,56,15,0.8578160527765468,74.99015272127947,7.211992193514005,8.3,1.6578160527765469,6.892720175921823,0.8770880703687292,0
21,7,2012,28,76,17,0.11125075751651253,74.08629620850726,16.658767422879787,80.81131135883751,1.8337522725495377,22.003770452945837,2.912507575165125,0
13,8,2012,34,52,13,0.27540255759708004,80.85724603674744,16.36252071449052,78.27307006997667,2.40161023038832,21.610105368908037,4.10161023038832,0
9,6,2012,30,57,16,1.4700035823051079,76.4853529208547,7.814998208847446,12.155707632861942,2.0085704050556834,7.566069509479407,1.3617843069515647,0
11,7,2012,31,74,14,0.0,80.19132604485827,7.334800879880653,17.69567615484336,2.360875274962704,7.382625824888112,1.7217505499254082,0
28,9,2012,24,53,17,0.13868795690126062,79.55814415802871,4.480543798872549,14.787328459719886,1.7064479928168768,5.209615877886905,0.7128959856337534,0
2,6,2012,29,77,13,2.6274848582372905,50.89619700383052,2.3568712145593227,7.6627484858237285,0.39412272873559356,2.6941227287355938,0.13137424291186453,0
18,6,2012,30,73,15,0.28034675376629936,59.878612984934804,4.014258010043465,7.946435497489134,0.8535645025108662,3.887475758788032,0.3267822512554331,0
24,9,2012,28,69,15,0.005306729139048172,79.88142644801334,13.771697444591744,36.14687610739493,2.4,14.089386541721904,2.9982310902869838,0
28,9,2012,26,86,28,0.5749257804946143,45.98645282364763,3.4654188705409474,7.888472956846983,0.39423647842349124,3.3769459136939646,0.19423647842349123,0
23,7,2012,31,54,12,0.03571724190800714,81.24993791993185,5.464241371379893,16.192848274275978,2.5,5.878544822827935,1.5928482742759784,0
16,6,2012,29,88,15,0.5836448726632961,38.12593393050354,1.35350447371891,7.816355127336704,0.016355127336703856,1.8044390917087982,0.008177563668351928,0
16,9,2012,24,81,15,1.289071711434473,45.50917876524214,1.245750110002295,7.365857163809961,0.23292858190498048,1.6634286552398436,0.016464290952490232,0
10,8,2012,28,74,19,0.05783621552868229,74.45075889691783,5.033568672024803,29.375026440421713,1.509707017401552,6.738422180725578,0.6891810776434115,0
29,6,2012,33,57,14,0.5329540355625925,76.54546188789867,21.568174883651256,129.12717482801776,1.9670459644374076,30.136349767302512,4.039772421337555,0
10,8,2012,29,74,15,1.0720920718126623,59.476743393177216,4.695348678635444,8.181394714541774,0.8093026427291127,4.590697357270887,0.3046513213645563,0
19,6,2012,31,70,14,1.7262528900566951,61.761747143313826,4.012965519542795,8.070988506514265,0.870988506514265,3.8774712662856623,0.33549425325713245,0
16,6,2012,29,88,15,0.5856475802567712,37.845391950242686,1.0856475802567713,7.764118950641928,0.014352419743228718,1.5856475802567713,0.0,0
10,9,2012,29,74,15,1.138863257612767,59.44448106055319,4.544546969548932,8.21110378788936,0.816655681834043,4.477858333217018,0.3,0
10,9,2012,22,76,23,8.010685394532587,47.03178141122329,1.1526026555395297,7.131506638848824,0.3473973444604703,1.6526026555395297,0.1,0
26,9,2012,31,52,11,0.10297425036309271,81.33802267623726,6.161816679142003,15.196704460395436,2.3970257496369074,6.288263643168365,1.5823151424421797,0
10,8,2012,28,74,15,1.0461721672972801,58.67912555128352,4.92876828898656,8.07888737641888,0.75962912547296,4.8018543726352,0.3,0
9,6,2012,28,78,12,0.008076384909088375,73.4099860076363,9.023493290363787,45.16122972781854,1.364611079272707,12.034653056363814,0.9,0
11,8,2012,30,73,14,0.0,79.63541203156838,6.866662763426002,17.081244876996628,2.214582113570626,6.943746340711877,1.4291642271412517,0
8,9,2012,30,73,17,1.0041761925208386,61.59487036241896,2.5189740724837923,8.4,1.1,2.9305492049861077,0.3884248674976846,0
22,8,2012,29,67,17,0.4799989208266844,65.86997814674035,4.989995413513409,13.039980574880317,1.2899981114466976,5.1699943343400925,0.5799989208266844,0
6,7,2012,34,65,18,0.18725247653028723,79.46460401427207,8.92240106834752,39.35470307548355,2.7107673357120103,11.271410974468669,2.9068069601966062,0
2,9,2012,28,66,17,0.07022366881948147,74.73287514621492,3.3213420129168885,19.916518944203297,1.8244408279512963,4.702236688194815,0.7648881655902593,0
25,7,2012,32,53,15,0.7522942202681092,75.77429073115239,7.04770577973189,8.538528898659454,1.6954115594637817,6.7477057797318905,0.8477057797318909,0
8,7,2012,31,67,13,1.5703317719610126,66.56845707926648,7.466582386571946,9.149531326826366,1.093691415853296,7.179199554865354,0.5873828317065917,0
13,6,2012,28,79,16,2.619131013309361,50.934201052774895,2.793913291418298,7.628985231757447,0.4686955695272341,2.908405907297021,0.12289852317574472,0
15,7,2012,28,76,20,0.0,73.75598413240509,7.149597946546542,24.575212694075926,0.9583964531258444,8.272800373355174,0.6447966398034317,0
12,7,2012,30,77,20,0.9669552067054178,58.82040184357484,3.6301699553041322,8.015517787710193,1.035919631285032,3.6816073742993574,0.36408036871496785,0
2,6,2012,26,80,21,10.615868649624739,48.89525458934683,2.479124946635502,7.350500640373975,0.4043752668224899,2.720875053364498,0.14175010672899596,0
9,7,2012,33,62,12,4.301758104119618,68.684933786672,6.5716256774636195,9.437476352382859,1.1274952704765715,6.295793920638096,0.5516635136510477,0
24,7,2012,29,76,17,0.2912091048941232,73.20879089510588,18.80377160438326,107.3521643455134,1.7726844135865538,25.988547066911046,3.1824182097882465,0
9,9,2012,30,77,17,1.3325595483316732,57.09767864499502,2.016860112917082,8.4,0.8662797741658367,2.516860112917082,0.24156994354145916,0
2,9,2012,25,79,15,2.8733263744260333,41.45385104205325,1.1268415558757394,7.670703036289941,0.1,1.6268415558757394,0.0,0
3,6,2012,27,79,14,2.516420914020559,46.949906902485885,1.913099492210801,7.57130994922108,0.24261989844216014,2.3417895429897206,0.07130994922108008,0
21,8,2012,28,71,14,0.02564346375818688,78.66911373960703,12.287035638266975,33.9459490443123,2.169208826176318,12.843470275848842,2.4614872610780756,0
13,7,2012,33,81,15,0.0,81.73588055548693,9.774806018598573,36.88296496879652,2.9928756172763262,11.703562191361836,3.392875617276326,0
15,7,2012,26,85,15,0.48879850998096186,41.525656620723446,0.988798509980962,7.5219962749524045,0.11120149001903815,1.4887985099809617,0.0,0
3,7,2012,27,79,14,2.660175102844895,46.46273992924786,1.8332360539750583,7.563323605397506,0.22664721079501163,2.2699124485775526,0.06332360539750582,0
25,8,2012,34,64,15,0.5398502739062101,75.64836356239628,22.381711300650608,140.33694218155637,1.8734331507291933,31.763422601301215,4.026566849270806,0
21,7,2012,30,62,18,0.31293534515266197,73.1191529988746,14.06965084874086,78.56989867975273,1.9305969822710072,19.31790946813021,2.8400495662023735,0
10,8,2012,29,74,15,1.0299490233892281,59.44162418615769,4.688324837231538,8.15329934892615,0.8233503255369241,4.576649674463075,0.311675162768462,0
2,6,2012,27,78,14,3.7028216029759493,47.81584262922403,1.905280876408009,7.567253430712,0.26725343071200097,2.338027445696008,0.1,0
14,8,2012,30,67,14,0.0,78.79412469360337,4.333736999552161,16.394124693603363,2.0619624285074516,5.102362101684373,1.1239248570149032,0
19,6,2012,31,67,14,3.765789906661547,63.84871525332809,4.297552079999286,8.165850693333095,0.9658506933330953,4.114626733332738,0.38292534666654765,0
25,7,2012,28,49,15,0.6328711425290766,78.95398040045929,6.324910341610491,11.523189116549371,1.8065742285058153,6.485464970575599,0.9664355712645383,0
25,8,2012,31,54,11,0.006427055256438052,81.8650318396148,5.903594171153429,16.280718834230687,2.5,6.142156502692058,1.6807188342306858,0
3,6,2012,25,86,13,2.845002946373056,32.31541634555599,1.2734613118174574,7.059232129095257,0.02653868818254276,1.7,0.0,0
26,6,2012,33,49,15,1.2784320094906259,77.12375116910938,9.657955608281256,8.406318224331251,1.9189546729937508,9.251637383950005,1.5442275703187516,0
19,7,2012,33,58,15,0.7804664029877686,76.19504446825496,18.783089919793966,63.98921443090785,1.9594752966387605,21.300583003734708,3.179008893650992,0
1,6,2012,28,57,18,0.06748165024841368,65.63865304522872,3.3938653045228713,7.627606129647078,1.2969326522614357,3.3969326522614356,0.5,0
18,6,2012,28,88,13,1.4385992744282534,37.09810712760575,2.6581828425015175,7.67984857020846,0.019962142552114953,2.998485702084598,0.0,0
23,9,2012,25,80,15,1.2813750957058976,46.473884099474816,2.1591072795798536,7.551821455915971,0.26295536397899266,2.4072858236638828,0.06295536397899268,0
22,8,2012,31,51,18,0.6673629022901185,77.12637097709882,11.98767578717644,43.4478322296196,2.2922193563358104,14.085587080306086,2.7595822586259287,0
11,8,2012,30,73,14,0.0,79.70572809868843,6.925876293632356,17.15896263539247,2.2330863417601114,6.999259025280334,1.466172683520223,0
9,9,2012,29,74,15,1.0688235285231145,58.43999996978589,3.889411741600974,8.26235294295377,0.7688235285231144,3.976470570462287,0.26882352852311436,0
17,6,2012,30,78,14,0.7646653696285022,55.65536061706651,2.0825471094969115,7.900428849365321,0.6502144246826604,2.499571150634679,0.1834048082275535,0
21,8,2012,31,60,16,0.2722599055504673,75.4173153363986,15.737343872430841,81.96629788653598,1.991610141674299,21.14830425022897,3.1857908028210282,0
29,6,2012,33,43,14,1.4689645889785847,79.1917220957529,10.867926485995065,8.569310623306425,2.107585835591434,10.414133568199349,1.8996539656721603,0
10,6,2012,27,89,13,1.5081211215806598,32.732828660080585,1.5204175285376311,7.285730674940854,0.0,1.975521910672039,0.0,0
27,8,2012,28,85,16,6.7058989897479275,43.219939393800516,6.909111111084309,8.13017171716319,0.19297979797370673,6.590515151489568,0.05578787878422406,0
22,7,2012,27,69,20,0.3230749288435629,69.53336790004491,12.012859732743262,73.50518537315119,1.8,17.01542649428518,2.279491832698353,0
19,6,2012,31,66,14,4.3666706239745565,64.7264919721267,4.437605721443074,8.439309136455924,1.0170935097468516,4.254699231189925,0.41025610584811106,0
7,7,2012,33,65,13,2.201633829904707,68.2567099151364,7.432788723365098,9.520653531961884,1.1534422553269805,7.132788723365098,0.6,0
28,9,2012,26,82,15,2.624665276217063,45.401772599935576,4.041844228608241,7.795153685717353,0.2365642095217644,4.01497264765177,0.0682821047608822,0
1,7,2012,28,57,17,2.252752324965995,64.0985731219653,3.6571868163719565,8.535168216643997,1.2058613694406661,3.7220185997279596,0.5175841083219983,0
14,8,2012,34,52,13,0.27426506622980534,80.8367711921365,16.397782946876035,78.4198064563551,2.3970602649192214,21.6521925494972,4.097060264919222,0
6,7,2012,33,67,18,0.16796332581206413,78.6544596841067,7.745762874535911,37.77299271658926,2.5757432806844487,10.017616177784168,2.4631564936774755,0
10,6,2012,31,57,16,1.9524750347340252,75.9167258519206,7.573762482632987,11.25968922120824,1.8707214186474213,7.307602659963915,1.1722419506402044,0
17,8,2012,32,54,18,0.48010572447910027,78.45941851536494,10.330237880077975,41.10026431119775,2.5198942755208997,12.6602114489582,2.9198942755208996,0
11,7,2012,30,74,13,0.1,75.211734582413,7.213630422320116,28.4182937440836,1.5957724992111466,8.62536500473312,0.9,0
14,6,2012,27,78,16,0.6952672029623889,53.53251831705311,6.3574048266615,7.311831992594028,0.5118319925940278,6.059771225180305,0.30236639851880553,0
2,6,2012,29,73,14,3.0820877070210644,55.7,2.6016522543236857,7.963912909460524,0.6655651637842097,2.867217418107895,0.23278258189210485,0
1,7,2012,28,61,18,1.80121216710436,62.43717186249714,2.96737376414421,8.53323231940797,1.16676768059203,3.16707072236812,0.46676768059203,0
6,8,2012,29,73,17,0.9914629282507497,60.07927850673426,2.5390247144995004,8.36951235724975,1.0085370717492506,2.9390247144995003,0.3695123572497502,0
2,8,2012,28,66,18,0.015928033698077992,75.46371213479232,3.048661647848728,15.965511292340363,1.984071966301922,4.07964016849039,0.8,0
26,9,2012,27,84,17,4.9561174963743175,44.07920087343384,5.109706259064207,7.880831965062646,0.2191680349373537,4.92887429400156,0.039722678312451236,0
26,8,2012,32,55,10,0.09453115122428131,80.2511737023508,8.268747629382752,17.90702957081278,2.074609819490734,8.32695090254633,1.3691409707150153,0
15,6,2012,29,73,14,0.04459749262486206,75.83125206486686,8.385062684378449,43.267370501509376,1.7905724188734826,11.306672713879,1.5243648967480687,0
9,7,2012,31,69,14,1.3472550673340495,65.35170326023918,7.172550673340497,9.024183557780164,1.0472550673340497,6.907713961784464,0.5472550673340497,0
13,6,2012,27,83,20,1.1078705436210554,51.184521582015,6.423611630863166,15.789155716162444,0.565806754556389,6.397288929040611,0.22632270182255557,0
2,7,2012,28,56,16,2.438711402681081,65.5035972647015,5.268832156569368,8.659140935120721,1.2265234891867867,5.209691221448647,0.5795704675603603,0
14,7,2012,29,76,18,0.0,75.97132030153477,7.436288509610383,22.80294375877218,1.4535892438724787,8.220674816434476,1.1139266520897166,0
9,6,2012,28,58,17,0.8752940773646596,77.18626055167736,8.11235296131767,13.26016814203706,2.17848740646724,7.8846638871260755,1.595420183892455,0
12,6,2012,30,77,18,0.6372367231636387,58.20402700565089,3.913816384181806,7.964684067796367,0.9176579661018167,3.905947796610901,0.34510531073454453,0
28,8,2012,35,60,14,0.5310239196995573,77.0708613048822,33.13479436886306,170.71686110918407,1.9689760803004428,32.827406634892476,5.477636381427103,0
4,7,2012,31,76,17,0.03271243816216424,78.69336515902694,4.272875618378357,22.981604028216502,2.5037253710270146,5.667287561837836,1.438300494702686,0
20,6,2012,33,58,15,1.1633018704484899,74.30380053441385,7.017300089068976,8.507601068827709,1.6,6.717300089068976,0.8,0
13,6,2012,27,78,15,0.7508142781082112,54.174917741150225,6.184039318040102,7.414332125743475,0.5381107085811585,5.909446457094207,0.3,0
12,8,2012,34,51,13,0.29979297052880594,81.29627346951851,15.606417913607016,75.12670680178402,2.4991718821152236,20.70766009043418,4.199171882115224,0
16,6,2012,28,87,15,0.10479816794041036,64.96603206104281,6.204417404566102,17.94874320615272,1.1214013740446922,6.576009160297948,0.5476009160297948,0
12,9,2012,30,69,14,0.0,78.7836899196805,5.251069759041491,16.25938266155677,2.0243072581237267,5.691687097484721,1.0486145162474534,0
1,6,2012,29,68,18,1.4172871576766952,59.31579797925263,2.527819143845113,8.488723424619547,1.0304521403872176,2.9,0.372180856154887,0
6,8,2012,33,62,12,3.0083362005051586,69.37499139848453,6.911103465319577,9.673607766077316,1.1819439665824736,6.629159498737103,0.5819439665824735,0
27,9,2012,31,49,12,0.439531571560126,79.17443989711347,6.690692469594484,11.590733161855793,2.060468428439874,6.576741347051536,1.1976782039312845,0
22,8,2012,31,50,18,0.6203517653086106,77.59648234691389,11.019246365357379,42.01869366538176,2.3674371755062227,13.258191069431547,2.7877889408148335,0
6,8,2012,30,62,12,2.777647583480034,66.34488007713333,5.812112570786621,8.791808123413324,1.0489760154266654,5.614160539933289,0.49795203085333084,0
15,7,2012,32,55,15,0.32788570437951936,77.64697272628297,14.177829076644512,74.04034323357826,2.3048000693433646,19.222057667885473,3.6144002080300934,0
2,7,2012,27,75,18,1.1921690265548839,55.715661946890236,2.3882535398323257,8.303915486722559,0.796084513277442,2.792169026554884,0.29608451327744195,0
1,7,2012,29,68,19,0.9806913920020416,60.105958485311554,2.506436202665986,8.638617215995916,1.1128724053319723,2.906436202665986,0.4064362026659862,0
1,7,2012,28,58,16,2.60892248451929,64.21653366465594,3.3721778882186486,8.47847776397267,1.1569555279453378,3.429133416163986,0.47847776397266895,0
11,7,2012,32,75,14,0.0,80.73818131594784,7.795310581850815,18.300095138679193,2.5047845568283797,7.814353670485139,2.0095691136567595,0
1,6,2012,28,57,18,1.749522180105584,64.10952529081311,3.240952529081311,8.315713619134103,1.2204762645406553,3.320476264540655,0.5,0
26,7,2012,28,86,17,0.0,79.99483869968199,11.903226006360043,28.70258142480417,2.7793547987279914,11.91870990731405,3.1896773993639957,0
26,7,2012,34,57,10,0.1898485858796821,78.48780116122587,10.55636606111237,19.527425959954595,1.645681363541431,10.471593182292846,1.0355299494211128,0
2,9,2012,25,77,15,5.238059875943662,44.03805987594366,1.2422958787042253,7.5,0.14229587870422536,1.7422958787042253,0.042295878704225354,0
15,7,2012,28,77,20,0.1710297888550422,67.5118637815625,6.2303659501523105,21.865616986830354,0.8710297888550422,7.2738212668697475,0.44275744721376054,0
17,6,2012,32,62,10,8.142838714630576,65.58395581012415,4.8366027376226315,8.368691117374313,0.9152646927498472,4.628970391247708,0.41526469274984723,0
14,6,2012,29,80,18,0.3920993537432562,60.39187479598699,5.3066587244660415,17.861170441985074,1.0723477381013968,6.081714863905107,0.4920993537432562,0
23,6,2012,33,58,14,0.6665986310507733,75.11157602115306,7.844875336678436,10.834626010035308,1.6,7.589342459661512,0.8444671229830756,0
15,6,2012,32,65,17,0.14344386394206027,79.49099477547854,8.172984326435627,39.89099477547854,2.573775455768241,10.742652734609445,2.690994775478542,0
2,6,2012,29,78,13,2.479281334950115,50.37748467232541,2.319820333737529,7.647928133495011,0.37189220024251723,2.6718922002425174,0.12396406674750576,0
6,6,2012,29,59,15,0.15141958227617552,77.58580417723824,7.214510443095612,16.19116788600909,2.091482506342947,7.374447519028841,1.385804177238245,0
11,7,2012,32,75,13,0.011945471570408095,80.38327170577551,8.076109056859183,19.775092441336728,2.468599812725511,8.231400187274488,2.044708869584695,0
7,7,2012,34,63,18,0.21054752413014105,79.94198861728422,9.723731929292816,40.42636881032535,2.789452475869859,12.121095048260282,3.1894524758698592,0
24,6,2012,29,67,16,0.17405423220414243,75.80676254663463,17.140542322041423,81.56622022459321,1.948108464408285,22.477569438143494,3.207298277122783,0
15,8,2012,24,82,15,0.40687253182612887,44.638843790607105,0.9068725318261288,7.317181329565322,0.19312746817387116,1.4068725318261288,0.0,0
17,9,2012,24,81,16,1.912300405932251,45.936205833694316,1.4881168245292087,7.412022252291278,0.2560111261456389,1.8480890091651114,0.02800556307281947,0
15,6,2012,28,81,16,2.8148967407960748,48.020100225453,2.783321523005017,7.445616521472628,0.354383478527372,2.840342174845802,0.088595869631843,0
13,6,2012,30,77,20,0.5014085042634489,58.99945826759098,4.597074644991299,7.800650078890822,1.0001083464818037,4.397833070363925,0.3998916535181963,0
9,9,2012,29,75,15,1.0563217353121215,58.014939000612124,3.5643651181151546,8.287356529375757,0.7563217353121213,3.7264347062424266,0.2563217353121213,0
1,8,2012,26,75,16,6.550606881025633,47.968472891891054,1.5841094895512855,7.560880604903847,0.28117413987179585,2.0232288846474384,0.12029353496794898,0
15,6,2012,27,80,16,2.442384753385924,48.30397458897654,2.4885214748557187,7.375643879755034,0.35128775951006846,2.6103020760805475,0.07564387975503423,0
27,9,2012,31,49,12,0.44934355411989224,79.11136286637212,6.706111299331259,11.48560477728687,2.050656445880108,6.585151617817051,1.186464509577266,0
28,7,2012,33,52,13,0.3660057221359386,79.43795994504843,30.67706431728458,138.2606692629259,2.1339942778640615,28.288389105243827,5.352125886990649,0
7,6,2012,26,89,13,2.001536958430598,30.67692933987251,1.4107695647932004,7.093846738388101,0.0,1.8384619559915005,0.0,0
4,7,2012,32,77,16,0.0,79.98190620895947,4.849309114418883,18.25069088558112,2.6212708059729843,5.818093791040524,1.63439233831082,0
28,9,2012,28,50,15,0.41964767814693826,78.52795851346123,5.791689164685711,11.79042476643266,1.7532746130244896,6.005668421416325,0.8065492260489794,0
11,7,2012,30,74,13,0.06421973289799765,76.56699095118209,7.3990762605719675,23.72839035167774,1.7146816026120142,8.269713055347937,1.007340801306007,0
2,6,2012,29,75,13,3.1772664673769553,52.820432635819344,2.494316616844239,7.717726646737695,0.47658997010654325,2.776589970106543,0.1588633233688478,0
11,6,2012,29,76,12,0.05098073303335626,74.16863392763376,8.6843082714663,36.81758365579573,1.4019614660667126,10.866655076865886,0.9,0
4,7,2012,30,64,14,0.09733212559074798,76.52870229507293,4.664673309250886,20.850599033081888,1.8593375604323823,5.794664251181496,0.854001811613878,0
20,6,2012,31,54,14,0.0797551961495177,80.32514088086013,4.803672057757234,16.060734411551447,2.5,5.482203234654341,1.460734411551447,0
1,6,2012,29,72,13,3.86487570288185,55.88917401596541,2.690991713525457,7.836033145898173,0.6225207161863583,2.9,0.20900828647454334,0
22,8,2012,28,70,14,0.019956248757257947,78.94210005965162,12.622581323321782,34.423675104390334,2.2203937611846785,13.12214381089436,2.580918776097583,0
17,7,2012,33,49,13,0.3,80.8313539235984,16.537292152803197,78.21314893609633,2.399575840771086,21.737716312032113,4.099575840771086,0
13,7,2012,33,80,15,0.0,81.69893028301445,9.918097810337242,37.14148595332416,2.9680832472677205,11.827667010929117,3.378722164845147,0
23,6,2012,32,48,13,0.3,80.3357114631847,17.528577073630625,81.50563099455887,2.2933667421110044,22.835210331519622,3.993366742111004,0
3,6,2012,26,88,13,1.723160638968947,31.48984242303552,1.1757057022350315,7.303956467736148,0.031073574441242133,1.6067792766762736,0.0,0
3,9,2012,29,66,15,0.153459660634492,73.94213322397233,3.820757963806952,24.20317252267634,1.61635084841377,5.53459660634492,0.7232701696827539,0
4,6,2012,25,81,22,12.446365582033359,47.140852151122914,2.309356628093063,7.0863826162923615,0.31361738370763836,2.550208779215978,0.1,0
1,7,2012,27,72,19,1.12165157523773,57.34531692000767,2.439174212381135,8.417522637143405,0.9175226371434051,2.8391742123811348,0.339174212381135,0
16,6,2012,29,88,13,0.5849041140986928,40.435278368949234,2.659132382510893,7.753461181201742,0.07673059060087142,2.9289406107082785,0.03836529530043571,0
9,9,2012,29,76,15,1.0207005847919743,56.80381988292713,2.6382152045913334,8.358598830416051,0.7207005847919743,3.014011695839487,0.22070058479197435,0
14,7,2012,33,57,14,0.25658515198207055,79.58511350329178,15.773659392071718,76.1419563524303,2.348048031937247,20.917074240089647,3.896096063874494,0
25,7,2012,32,51,14,0.740177882672889,76.17412987179466,7.059822117327111,8.599110586635556,1.7196442346542222,6.759822117327111,0.8598221173271111,0
22,6,2012,32,58,16,0.6536227456051389,75.39192907150101,6.477224091446924,9.910149798343474,1.7881993270791074,6.407245491210277,0.9254662180527382,0
14,6,2012,29,74,13,0.03349246446412032,75.1760554033831,8.662688388396992,44.02251241643982,1.6684171091053235,11.62871853054051,1.3688945024976844,0
3,8,2012,25,78,16,5.367161269355522,43.35830384001074,1.4190655537808794,7.4325952142212675,0.13370239288936608,1.8685119644468304,0.016851196444683036,0
2,6,2012,28,79,14,2.1513468472555477,48.62141606007885,2.173805353359617,7.597089483706624,0.2970894837066241,2.576715869652993,0.1,0
18,6,2012,30,79,15,0.34251683311360126,62.731641511206334,4.262247503295981,27.2149663337728,1.0149663337727974,5.885603280780782,0.49580527814399794,0
13,6,2012,27,83,20,1.2873978850828263,49.972400667868584,6.529804118522917,16.5584106858973,0.4954001113114302,6.529804118522917,0.1954001113114302,0
6,7,2012,31,76,15,0.0,79.75349925800387,5.331501566436257,17.768498433563742,2.4689995053359186,6.046500741996122,1.507499587779932,0
24,6,2012,37,62,10,1.0905945206698022,73.90940547933019,10.414485617870175,13.821295892726244,1.2367568491627472,10.114485617870177,0.7273513698325494,0
21,6,2012,32,57,16,0.5939542157470241,75.87780138605996,6.264122199096515,10.566503626782737,1.8649160083252547,6.287908431494048,0.9766106722168365,0
23,8,2012,29,64,18,0.6023383610529212,68.36898165106118,5.517537707896909,15.119326543674218,1.5011691805264606,5.810522624738145,0.7011691805264606,0
25,7,2012,26,54,17,0.1,79.77500704902145,4.375007049021457,15.500028196085829,2.000028196085829,5.175007049021457,0.9625246715751001,0
2,6,2012,29,80,14,1.6824480164654507,46.985219288913434,1.9935912107025433,7.695265595060365,0.2682448016465451,2.4094688098792707,0.08412240082327255,0
27,8,2012,34,56,13,0.38229706578166067,79.2265544013275,35.38018151902195,159.09585565484767,2.1,30.05120903923148,5.896416256489097,0
12,7,2012,29,76,18,0.7193744247588345,59.18281202063236,4.636562404126472,7.946249616505889,0.9268751917470552,4.473124808252945,0.3634375958735276,0
23,7,2012,33,62,16,1.0928472673710736,72.87599778418235,20.85261314633336,56.765406942043924,1.6080468242075423,21.69105908421384,2.5151995568364685,0
11,7,2012,32,75,14,0.0,81.07307886227885,8.077329568234827,18.67024505830821,2.5929154900733837,8.07874647022015,2.1858309801467675,0
16,8,2012,30,62,14,0.02230221838695194,78.50143993096513,3.4899288390303753,15.766906655160856,2.0338133103217118,4.445324402256471,0.9338133103217117,0
23,6,2012,32,58,16,0.7994625164751658,74.20422308483799,6.997926849261353,8.305298051887654,1.6000767833606906,6.69877146622895,0.7999232166393094,0
17,8,2012,32,54,18,0.4789927540077234,78.46553985295752,10.327733696517377,41.097481885019306,2.5210072459922763,12.657985508015447,2.9210072459922767,0
