day,month,year,Temperature, RH, Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes
3,6,2012,28,79,14,2.4,47.2,2,7.6,0.3,2.4,0.1,0
16,6,2012,29,88,13,0.6,40.4,2.7,7.8,0.1,2.9,0,0
3,6,2012,25,88,13,2.1,30.1,1.2,7.1,0,1.7,0,0
1,9,2012,28,84,15,0.8,38.9,1,8.1,0.1,1.5,0,0
3,9,2012,29,66,16,0.1,74.1,3.7,23.4,1.7,5.4,0.7,0
12,6,2012,31,74,13,0.1,75.1,7.9,27.8,1.5,9.2,0.9,0
15,6,2012,30,79,17,0.4,59.5,4.2,14.2,1,4.8,0.4,0
22,6,2012,33,45,14,1.1,78.3,8.2,8.3,1.9,7.8,1.2,0
25,7,2012,32,51,13,0.3,79.7,18.5,85.8,2.2,24,3.9,0
23,6,2012,32,59,16,0.8,74,6.9,8.6,1.6,6.7,0.8,0
25,7,2012,38,63,9,1.2,74,11.7,16.1,1.1,11.4,0.7,0
4,6,2012,31,60,14,0.2,77.4,5.9,17.3,1.9,6.4,0.9,0
15,6,2012,28,86,15,0.7,47.6,4.1,7.9,0.2,4,0.1,0
15,8,2012,29,64,14,0,78.1,3.4,15.7,1.9,4.4,0.8,0
4,7,2012,32,77,17,0,79.4,4.4,20.6,2.6,5.7,1.6,0
25,7,2012,35,60,9,0.7,77,9.5,16.1,1.6,9.4,1.1,0
15,8,2012,30,66,14,0,78.5,3.9,16.1,2,4.7,1,0
27,6,2012,33,48,15,1.3,77.6,10.1,8.4,2,9.6,1.7,0
17,6,2012,31,70,15,0.1,77.3,7.4,34.1,2,9.5,1.7,0
22,9,2012,30,55,17,0.4,78.4,11.4,40,2.4,13.2,2.9,0
29,6,2012,32,53,14,0.4,77.8,20.4,112.1,2.1,27.7,4,0
3,6,2012,25,81,22,12.7,47.1,2.4,7.1,0.3,2.6,0.1,0
3,8,2012,25,79,14,3.6,40.8,1.2,7.4,0.1,1.7,0,0
8,9,2012,29,73,16,1,61,3.4,8.3,1,3.6,0.4,0
10,6,2012,32,56,15,2.4,75.4,7.3,10.4,1.7,7.1,1,0
16,7,2012,31,64,15,0.2,77.4,16,77.5,2.2,21.2,3.5,0
5,8,2012,29,71,17,0.9,61.4,2.6,8.5,1.1,3,0.4,0
10,6,2012,29,77,12,0,74,8.8,38.2,1.4,11.1,0.9,0
26,9,2012,27,84,17,4.9,44,5.1,7.9,0.2,5,0,0
9,7,2012,30,74,15,0.1,75.4,6.1,29.6,1.7,7.7,0.9,0
3,9,2012,29,66,15,0.2,74,3.8,24.1,1.6,5.5,0.7,0
11,6,2012,26,85,18,0.9,50.9,7.1,23.9,0.5,7.9,0.2,0
3,8,2012,25,79,17,6.7,44,1.6,7.4,0.2,2,0,0
7,8,2012,28,74,19,0.1,75.2,4.2,30.9,1.8,6.1,0.8,0
16,7,2012,34,49,13,0.3,80.9,16.4,77.7,2.4,21.6,4.1,0
14,6,2012,27,78,15,0.7,53.7,6.1,7.4,0.5,5.8,0.3,0
18,7,2012,31,75,15,0,80.9,11.7,36.7,2.7,12.9,3.2,0
10,9,2012,24,80,15,1.7,44,1,7.4,0.2,1.5,0,0
20,7,2012,28,80,19,0,75.3,8.8,26.5,1.5,9.6,1.4,0
24,8,2012,30,54,7,1.7,66,11.8,23.5,0.8,11.7,0.5,0
26,8,2012,26,80,21,8.8,49.7,4.6,8,0.5,4.4,0.2,0
27,9,2012,27,87,27,0.9,45.4,3.8,7.9,0.4,3.7,0.2,0
16,6,2012,28,86,15,0.1,64.4,5.9,18.9,1.1,6.4,0.5,0
4,6,2012,31,61,14,0.2,76.2,5.5,19.9,1.7,6.4,0.8,0
4,8,2012,30,65,14,0.2,74.2,4.2,25.2,1.6,5.9,0.7,0
2,6,2012,30,58,16,0.8,66.8,4.5,8.2,1.3,4.4,0.5,0
12,7,2012,34,51,13,0.3,81.1,15.5,75,2.5,20.6,4.2,0
2,8,2012,28,66,18,0,75.5,3,16,2,4.1,0.8,0
19,6,2012,33,61,11,7,67.3,5.1,8.3,1,4.9,0.5,0
29,6,2012,32,44,15,1.4,79.7,10.7,9.6,2.1,10.4,1.9,0
20,7,2012,30,66,15,3.1,66,4.8,10.8,1.2,4.8,0.5,0
1,7,2012,25,78,18,9.4,46.4,1.7,7.4,0.2,2.1,0.1,0
15,6,2012,28,86,15,0.4,47.2,3.9,7.9,0.2,3.8,0.1,0
2,6,2012,29,74,13,3.6,54.3,2.6,7.8,0.5,2.8,0.2,0
10,8,2012,28,74,15,1,58.6,4.9,8.1,0.8,4.8,0.3,0
11,7,2012,30,74,13,0.1,76.4,7.4,24.1,1.7,8.4,1,0
2,6,2012,30,58,16,0.8,66.8,4.5,8.2,1.3,4.4,0.5,0
10,7,2012,30,77,16,0.8,57.2,3,8.2,0.8,3.3,0.3,0
8,7,2012,30,70,13,0.1,74.3,6,27.2,1.5,7.6,0.8,0
8,7,2012,34,58,14,2.1,75.4,6.7,9.7,1.6,6.4,0.8,0
22,7,2012,29,63,19,0.3,71.9,13.2,76.7,1.9,18.3,2.7,0
19,6,2012,29,79,16,0.4,60.7,3.6,27,0.9,5.3,0.4,0
3,9,2012,29,66,15,0.2,73.8,3.9,25,1.6,5.7,0.7,0
29,8,2012,35,64,15,0.6,75.3,29.9,174.7,1.9,34.7,5,0
2,7,2012,31,75,19,0.7,62.7,2.6,9.2,1.3,3,0.5,0
28,6,2012,33,42,14,1.6,79.4,11,8.5,2.1,10.6,2,0
13,7,2012,34,52,13,0.3,80,15.1,74.7,2.4,20.2,4,0
19,6,2012,31,70,16,0.1,79.7,7.6,39,2.5,10.2,2.6,0
28,7,2012,34,55,13,0.4,79.2,36.5,163.8,2.1,30.4,6,0
2,8,2012,31,64,16,0.2,76,4.3,13.1,1.8,4.8,0.8,0
8,7,2012,24,86,13,1.6,35.3,1.1,7.1,0.1,1.6,0,0
2,7,2012,25,79,20,11,46.7,2.1,7.2,0.3,2.4,0.1,0
21,8,2012,34,59,13,0.3,78.6,19.6,100.9,2,26.2,3.9,0
4,7,2012,29,54,14,2.4,69.4,9.3,8.8,1.3,8.9,0.7,0
25,6,2012,34,58,11,0.4,77.2,9.8,16.6,1.6,9.6,0.9,0
10,6,2012,27,60,16,0.1,78.1,7.2,15,2.3,7.3,1.6,0
21,7,2012,28,78,17,0.1,73.4,16.4,79.9,1.8,21.7,2.8,0
28,8,2012,34,68,16,0.7,73.6,24.3,167.8,1.8,35.6,4.1,0
13,6,2012,26,85,14,0.3,55.5,6.2,34.5,0.6,8.5,0.3,0
24,8,2012,28,87,14,3.5,39.9,5.3,7.9,0.1,5.2,0,0
18,7,2012,33,57,15,0.8,76.4,18.7,64.4,2,21.3,3.2,0
20,6,2012,29,54,16,0.1,79.9,4.5,15.9,2.4,5.3,1.3,0
1,9,2012,26,79,16,4.5,43,1.2,7.8,0.2,1.7,0.1,0
14,7,2012,25,80,15,0.5,48.9,3.5,7.3,0.3,3.6,0.1,0
14,6,2012,27,84,14,0.3,56.2,5.7,33.1,0.6,7.9,0.3,0
14,7,2012,32,62,13,0.3,75.8,5.7,19.6,1.6,6.5,0.8,0
12,7,2012,33,79,14,0,80.3,9.3,35,2.7,11.1,2.8,0
15,6,2012,29,83,17,0.2,63.1,6,16.1,1.1,6.4,0.5,0
1,6,2012,28,73,13,4.7,53.6,2.4,7.7,0.5,2.7,0.2,0
4,6,2012,30,64,14,0,79.4,5.2,15.4,2.2,5.6,1,0
17,6,2012,30,80,17,0.4,60.2,4.2,22.4,1,5.5,0.4,0
17,7,2012,31,66,15,0.2,76.9,16,77.7,2.1,21.3,3.4,0
17,6,2012,28,87,15,0.8,46.7,4.4,8,0.2,4.3,0.1,0
3,6,2012,25,81,20,11.7,46.4,2.3,7.2,0.3,2.5,0.1,0
19,8,2012,30,74,15,0,80.7,12,36.6,2.7,13,3.2,0
24,7,2012,32,54,15,0.8,75.3,7,8.5,1.7,6.7,0.8,0
18,8,2012,35,53,13,0.3,80.4,24.6,113.4,2.3,24.9,5,0
24,8,2012,26,49,6,1.9,62.1,11.9,27.3,0.6,11.9,0.4,0
13,6,2012,32,67,14,2.8,65.7,6.2,8.7,1.1,5.9,0.5,0
23,7,2012,32,60,17,1,73.8,18.9,53.7,1.8,20,2.6,0
25,7,2012,37,62,9,0.9,75.2,11.4,17.1,1.3,11.2,0.8,0
13,7,2012,33,55,13,0.3,80,15.7,75.9,2.4,20.9,4,0
16,9,2012,29,65,14,0.1,77.2,3.4,15.7,1.9,4.4,0.8,0
13,7,2012,28,62,15,0,78.1,5.4,15.3,2.1,5.9,1.3,0
28,8,2012,35,56,14,0.4,79,36.6,166.5,2.1,30.8,6,0
1,9,2012,25,76,16,6.2,45,1.3,7.5,0.2,1.8,0.1,0
8,9,2012,30,73,17,1.1,61.4,2.5,8.4,1.1,2.9,0.4,0
29,8,2012,27,82,24,10.2,49.8,6.6,8.4,0.5,6.3,0.3,0
17,6,2012,30,77,14,0.3,56.9,1.9,8,0.7,2.4,0.2,0
13,6,2012,27,82,19,2.1,49.7,5,12.6,0.5,5,0.2,0
8,7,2012,30,69,14,0,79.3,5.9,16.1,2.1,6.2,1.1,0
2,7,2012,28,65,16,0,77.3,4,15.9,2.1,4.7,0.9,0
1,7,2012,28,69,19,1,59.1,2.5,8.5,1,2.9,0.4,0
20,6,2012,31,56,16,0.4,77.8,5.4,13.1,2.2,5.8,1.2,0
9,7,2012,34,57,14,2.4,75.2,6.8,9.6,1.6,6.5,0.8,0
17,6,2012,28,77,18,0.2,66.9,5.4,26.2,0.8,6.9,0.4,0
15,6,2012,28,79,16,2.7,50.5,2.8,7.5,0.4,2.9,0.1,0
2,8,2012,28,66,18,0,75.5,3.1,15.9,2,4.1,0.8,0
12,6,2012,27,78,15,0.8,54,5.4,7.6,0.5,5.3,0.3,0
20,8,2012,32,59,14,0.2,77.1,17,84.5,2,22.5,3.4,0
2,6,2012,27,74,18,1.2,55.7,2.4,8.3,0.8,2.8,0.3,0
10,6,2012,29,79,12,0,74.7,9.5,44.7,1.6,12.4,1.3,0
28,9,2012,26,84,23,1,46.5,3.2,7.8,0.4,3.2,0.2,0
14,6,2012,27,79,16,1.7,51.8,5,7.3,0.5,4.8,0.2,0
22,7,2012,27,67,21,0.4,68.6,11,72,1.8,15.9,2.2,0
22,6,2012,31,64,17,0.2,78.9,7.4,39.7,2.4,10.1,2.4,0
19,6,2012,31,69,15,0.1,78,7.3,36.2,2.1,9.6,1.9,0
15,7,2012,26,85,13,0.6,40.4,1.3,7.5,0.1,1.8,0,0
14,6,2012,29,78,19,0.5,57.9,4.9,7.7,0.9,4.7,0.4,0
15,6,2012,28,81,16,2.5,48.9,3.3,7.5,0.4,3.3,0.1,0
23,8,2012,29,65,18,0.6,67.6,5.3,14.5,1.4,5.6,0.7,0
25,7,2012,35,58,9,0.3,77.9,10.9,19.4,1.6,10.8,1,0
21,8,2012,31,61,16,0.3,75.2,15.6,81.6,2,20.9,3.1,0
21,8,2012,28,72,17,0,77.5,11.5,32.6,1.8,12.2,2.1,0
15,6,2012,27,86,13,0.6,39,1.4,7.5,0.1,1.9,0,0
14,9,2012,22,77,22,6.1,46.7,1,7.1,0.3,1.5,0.1,0
14,6,2012,30,78,19,0.5,58.8,4.3,7.8,1,4.2,0.4,0
7,6,2012,34,64,17,0.2,79.7,9.7,40.6,2.7,12.1,3.1,0
9,9,2012,29,73,15,1.1,60,4.3,8.2,0.9,4.3,0.3,0
2,6,2012,29,74,13,3.5,54.1,2.6,7.8,0.5,2.8,0.2,0
8,9,2012,30,73,17,1,61.5,2.5,8.4,1.1,2.9,0.4,0
16,6,2012,29,89,15,0.6,37.1,1.2,7.8,0,1.7,0,0
9,7,2012,32,63,13,0.4,73.7,6.2,24.5,1.4,7.4,0.8,0
18,6,2012,29,88,15,1.3,38,2.2,7.8,0,2.5,0,0
8,8,2012,30,72,16,1,62.6,3.2,8.5,1.1,3.5,0.4,0
16,6,2012,28,86,15,0.1,64.3,5.8,19.2,1.1,6.4,0.5,0
16,6,2012,29,88,15,0.5,41.2,2.3,7.9,0.1,2.6,0,0
11,7,2012,30,74,13,0.1,76.2,7.5,24.6,1.7,8.5,1,0
29,6,2012,33,42,14,1.6,79.4,11.4,8.5,2.2,10.9,2,0
1,6,2012,28,57,18,0.3,65.5,3.4,7.7,1.3,3.4,0.5,0
3,6,2012,29,73,13,3.4,56.4,3.1,7.9,0.6,3.2,0.2,0
3,8,2012,29,58,13,3.5,65.3,3.7,8.4,1.1,3.7,0.4,0
3,6,2012,29,73,13,3.4,56.5,3.1,7.9,0.6,3.3,0.2,0
3,7,2012,27,75,18,1.2,55.8,2.3,8.3,0.8,2.8,0.3,0
1,7,2012,28,70,19,1.1,58.7,2.5,8.5,1,2.9,0.4,0
19,6,2012,31,68,16,0.1,78.2,7.2,36.7,2.2,9.6,2,0
10,9,2012,30,77,19,1.6,58,1.9,8.4,1,2.4,0.3,0
22,7,2012,28,87,14,2.9,39.1,4.5,7.8,0.1,4.6,0,0
16,6,2012,30,78,16,0.4,57.9,3.1,7.9,0.8,3.3,0.3,0
4,7,2012,32,77,17,0,79.2,4.4,21.4,2.6,5.7,1.5,0
24,8,2012,33,64,14,0.9,71,8.5,15.5,1.3,8.6,0.7,0
12,6,2012,32,80,14,0,79.9,9.7,39.2,2.6,11.9,2.8,0
23,6,2012,33,58,14,0.7,75,7.7,10.5,1.6,7.5,0.8,0
7,8,2012,29,72,17,0.9,61.7,2.6,8.4,1.1,3,0.4,0
14,8,2012,34,53,13,0.3,80.7,16.6,79.3,2.4,21.9,4.1,0
9,6,2012,27,59,17,0.1,78.1,8,14.8,2.4,7.9,1.8,0
15,6,2012,30,76,18,0.4,59.4,4.4,7.9,0.9,4.2,0.4,0
26,9,2012,30,54,11,0,81.8,5.9,16.2,2.4,6.1,1.6,0
25,8,2012,28,78,16,0,79.9,12.8,32.3,2.6,13,3.1,0
6,6,2012,28,61,16,0.1,78.7,6.9,15,2.3,7,1.5,0
10,9,2012,29,75,17,1.4,59.1,3.6,8.3,0.9,3.7,0.3,0
21,7,2012,30,65,16,2.4,66.6,5,12,1.3,5.1,0.6,0
20,7,2012,29,74,17,0.1,74.5,16.3,79.2,1.9,21.6,3,0
22,8,2012,31,52,18,0.5,78,10.2,41.2,2.4,12.5,2.7,0
1,8,2012,26,77,16,5.5,46.9,1.6,7.5,0.2,2.1,0.1,0
26,9,2012,31,53,11,0.1,81.6,6.1,15.6,2.4,6.3,1.6,0
20,8,2012,32,59,15,0.2,77,16.9,84.3,2,22.4,3.4,0
27,9,2012,26,54,15,0.1,80.6,4.9,15.6,2,5.5,1.1,0
14,7,2012,24,77,22,6.3,48.2,1.8,7.2,0.4,2.1,0.1,0
23,7,2012,31,67,17,0.8,73,19.8,62.5,1.7,21.7,2.6,0
3,7,2012,31,74,17,0,78.5,4,17.8,2.5,5.1,1.4,0
22,7,2012,27,65,21,0.4,69,11,72.4,1.8,16,2.2,0
27,9,2012,27,54,14,0.1,80.7,5,15.7,2,5.6,1.1,0
16,6,2012,29,88,13,0.6,41.1,2.8,7.8,0.1,3,0,0
14,6,2012,30,79,19,0.4,60.2,5,14.4,1.1,5.5,0.5,0
13,8,2012,22,76,25,8.6,47.4,1.2,7,0.4,1.7,0.1,0
19,6,2012,30,79,15,0.4,60,3.5,27.1,0.9,5.2,0.4,0
13,8,2012,31,70,14,0,79.6,5.6,17.2,2.2,6.1,1.5,0
1,8,2012,29,86,15,0,37.8,0.9,8.2,0.1,1.4,0,0
6,8,2012,33,61,12,3.2,68.9,6.5,9.5,1.2,6.2,0.6,0
22,6,2012,31,66,17,0.1,78.8,7.7,40.3,2.4,10.3,2.3,0
11,7,2012,31,75,13,0.1,75.8,7.9,26.7,1.6,9.1,1,0
6,8,2012,30,55,13,3.1,70.4,10.5,9.2,1.3,10.1,0.8,0
22,7,2012,27,78,18,0.1,73.1,16,79.3,1.8,21.3,2.8,0
19,6,2012,30,72,14,0.2,60.1,3.9,8,0.8,3.8,0.3,0
10,8,2012,29,74,16,1,59.4,4.7,8.1,0.8,4.6,0.3,0
4,7,2012,28,74,18,1.1,58.1,2.5,8.3,0.9,2.9,0.3,0
17,6,2012,30,78,14,0.4,56.5,2.5,7.9,0.7,2.9,0.2,0
14,6,2012,27,78,15,0.6,54,5.6,7.4,0.5,5.5,0.3,0
13,6,2012,32,60,13,0.5,74.6,7.9,21.5,1.6,8.4,1,0
14,7,2012,34,60,12,0.6,74,7.9,22.8,1.4,8.5,0.8,0
15,6,2012,28,79,16,3,49.7,3,7.4,0.4,3,0.1,0
15,6,2012,28,82,16,1.9,48.5,3.5,7.7,0.3,3.5,0.1,0
8,6,2012,33,57,14,1.7,75.8,6.6,13,1.7,6.7,0.8,0
25,7,2012,32,53,15,0.8,75.7,7,8.5,1.7,6.7,0.8,0
17,8,2012,35,52,13,0.3,80.6,23.2,107.2,2.4,24.2,4.9,0
1,7,2012,28,58,16,2.5,64.1,3.3,8.5,1.2,3.4,0.5,0
12,6,2012,33,55,15,2.2,76,6.5,11,1.8,6.4,0.9,0
25,8,2012,34,64,15,0.5,75.9,22.1,136.4,1.9,31.2,4,0
3,6,2012,27,79,14,2.6,46.8,1.9,7.6,0.2,2.3,0.1,0
21,6,2012,32,48,14,0.8,78.8,7,10.6,2.1,7,1.3,0
21,7,2012,28,88,13,2.5,38.5,4,7.8,0,4.1,0,0
4,9,2012,29,69,16,0.2,74.5,3.9,29,1.8,5.8,0.8,0
11,6,2012,27,89,14,1.5,33.3,1.2,7.4,0,1.6,0,0
11,7,2012,28,75,20,0,74.1,5.4,28.7,1.4,7,0.6,0
13,7,2012,30,78,19,1,59.8,3.8,13.3,1.1,4.4,0.4,0
3,7,2012,33,63,14,0.2,77.6,5.5,12,1.9,5.5,0.9,0
21,8,2012,33,56,13,0.2,79.5,18.7,87.6,2.1,24.3,3.8,0
13,6,2012,28,89,15,1.2,34.8,1.2,7.5,0,1.6,0,0
23,7,2012,28,65,20,0.6,69.6,13.8,66.7,1.7,17.4,2.2,0
21,7,2012,30,66,16,2.8,66.2,4.9,11.2,1.2,4.9,0.5,0
4,7,2012,29,55,15,2.8,68.3,8.5,8.9,1.3,8.2,0.7,0
15,6,2012,27,80,17,3,49.3,3,7.4,0.4,3,0.1,0
26,9,2012,26,84,25,2.5,46.9,3.3,7.8,0.4,3.2,0.2,0
6,8,2012,34,63,13,2.7,70.2,7.1,9.8,1.2,6.8,0.6,0
8,7,2012,34,60,13,2.9,71.4,7.2,9.7,1.3,6.9,0.7,0
2,7,2012,30,75,19,0.8,61.4,2.6,9,1.2,3,0.5,0
23,7,2012,31,54,12,0,81.2,5.5,16.2,2.5,5.9,1.6,0
9,7,2012,34,57,14,2.3,75.2,6.8,9.6,1.6,6.5,0.8,0
5,6,2012,30,66,14,0,79.4,5.5,15.7,2.2,5.8,1,0
19,6,2012,30,54,16,0.1,79.9,4.5,15.9,2.4,5.3,1.3,0
3,9,2012,29,66,16,0.1,74.3,3.6,22.5,1.7,5.2,0.7,0
1,6,2012,29,69,17,1.9,58.7,2.6,8.4,1,2.9,0.3,0
23,7,2012,31,68,17,0.8,73,19.5,63.9,1.7,21.7,2.6,0
12,7,2012,30,75,13,0.1,75.2,8,27.7,1.5,9.2,0.9,0
10,7,2012,33,76,14,0,81,7.7,18.7,2.6,7.8,2.1,0
25,7,2012,30,75,17,0.4,73.1,20,121.2,1.8,28.2,3.4,0
12,7,2012,34,51,13,0.3,81.2,15.7,74.9,2.5,20.7,4.2,0
27,6,2012,31,54,14,0.3,78.5,18,83.4,2.1,23.3,3.7,0
3,6,2012,27,79,14,2.5,47.1,1.9,7.6,0.2,2.4,0.1,0
10,8,2012,30,76,20,1.8,58.7,1.9,8.4,1.1,2.4,0.3,0
28,6,2012,31,47,13,0.3,79.8,18.4,84.3,2.2,23.8,3.9,0
2,9,2012,28,66,18,0,75.2,3,17.3,2,4.2,0.8,0
4,6,2012,32,60,14,0.2,77,6,16.4,1.8,6.3,0.9,0
26,9,2012,27,84,17,5,44.2,5.1,7.9,0.2,4.9,0,0
19,8,2012,32,54,16,0.6,76.4,9.6,34.7,2,11.3,2.1,0
1,7,2012,29,70,19,0.9,60.8,2.5,8.8,1.2,2.9,0.4,0
27,9,2012,27,83,15,3.2,44.1,4.8,7.9,0.2,4.7,0,0
17,6,2012,30,78,14,0.3,57.7,2.3,8.5,0.7,2.8,0.2,0
14,7,2012,29,75,17,0,73.6,7.3,26.4,1,8.6,0.6,0
22,9,2012,30,51,18,0.6,77.9,10.8,41,2.4,13,2.8,0
18,6,2012,32,64,11,6.3,64,4.4,8.2,0.9,4.2,0.4,0
8,9,2012,30,73,17,1.1,61.4,2.5,8.4,1.1,2.9,0.4,0
25,7,2012,38,62,9,1,74.8,11.5,16.8,1.2,11.2,0.8,0
26,9,2012,27,84,17,5.1,44.8,4.8,7.9,0.2,4.6,0,0
1,7,2012,28,58,18,2.2,63.6,3.2,8.5,1.2,3.3,0.5,0
21,7,2012,30,63,14,4.2,67.1,5.1,12.1,1.2,5.2,0.6,0
22,8,2012,29,65,17,1.8,67.2,5.2,13.1,1.4,5.3,0.6,0
5,7,2012,32,64,16,0.2,77,7.1,34,2.2,9.3,2,0
27,6,2012,30,55,14,0.2,78.2,17.9,83.2,2.1,23.2,3.6,0
18,7,2012,33,57,15,0.7,76.9,18.3,65.5,2,21.2,3.3,0
17,6,2012,30,78,14,0.9,55.4,2.1,7.9,0.6,2.5,0.2,0
12,9,2012,30,71,14,0,79,5.8,16.4,2.1,6.1,1.1,0
1,7,2012,29,68,19,1,60,2.5,8.6,1.1,2.9,0.4,0
6,8,2012,30,60,12,3.4,66.2,5,8.6,1,4.9,0.5,0
1,6,2012,29,71,15,2.9,57.2,2.6,8.1,0.8,2.9,0.3,0
23,6,2012,32,48,13,0.8,79.3,7.5,10.5,2.1,7.3,1.3,0
11,7,2012,31,75,13,0.1,76.2,7.9,26,1.7,9,1.1,0
25,9,2012,28,51,8,0.8,73.4,8.5,21.2,1.7,8.6,1.2,0
19,7,2012,27,80,18,4.3,49.1,3,7.5,0.4,3,0.1,0
29,8,2012,26,80,16,3,47.8,3.4,7.8,0.3,3.4,0.1,0
29,8,2012,26,80,16,3.1,47.8,3.4,7.8,0.3,3.4,0.1,0
19,6,2012,29,80,16,0.5,59,3.7,26.3,0.9,5.2,0.4,0
10,7,2012,33,55,14,2.9,74.3,7.5,9.5,1.6,7.2,0.8,0
21,8,2012,28,72,17,0,77.5,11.5,32.5,1.8,12.2,2.1,0
17,7,2012,35,61,11,0.8,73.9,9,20.8,1.3,9.3,0.8,0
5,8,2012,30,59,12,3.8,67,4.8,8.7,1,4.6,0.4,0
18,7,2012,31,75,15,0,80.9,11.6,36.7,2.7,12.8,3.2,0
21,7,2012,27,83,22,1.9,47.8,3.2,7.6,0.4,3.2,0.1,0
17,7,2012,30,61,14,0,78.8,3.7,15.8,2.1,4.6,1,0
15,8,2012,25,83,15,0.4,43.2,0.9,7.4,0.2,1.4,0,0
20,8,2012,32,64,14,0.2,77.6,18,85.5,2,23.6,3.5,0
1,7,2012,27,74,14,5.6,51,2,7.7,0.4,2.4,0.2,0
24,7,2012,36,64,11,1,72.2,9.9,15.7,1.2,9.8,0.7,0
8,7,2012,32,67,13,1.5,66.8,7.7,9.2,1.1,7.4,0.6,0
6,8,2012,30,54,13,3.1,70.4,10.7,9.2,1.3,10.2,0.8,0
1,7,2012,30,71,19,0.9,61.4,2.5,8.9,1.2,2.9,0.4,0
13,6,2012,30,77,20,0.7,58.9,4.2,7.9,1,4.1,0.4,0
5,8,2012,30,58,12,3.9,66.8,4.6,8.7,1,4.5,0.4,0
1,7,2012,28,68,19,1,59.7,2.5,8.6,1.1,2.9,0.4,0
25,9,2012,26,81,20,5.7,48.2,3.2,7.7,0.4,3.2,0.1,0
1,7,2012,28,64,18,1.4,61.1,2.7,8.6,1.1,3,0.4,0
29,8,2012,27,82,24,9.9,49.7,6.5,8.4,0.5,6.2,0.3,0
1,9,2012,26,79,16,4.4,42.8,1.1,7.8,0.2,1.6,0.1,0
28,6,2012,32,49,13,0.3,79.7,22.9,104.2,2.2,25.5,4.4,0
15,8,2012,25,83,15,0.5,42.8,1,7.4,0.1,1.5,0,0
12,7,2012,30,77,20,1.2,58.7,3.1,8.1,1.1,3.3,0.3,0
20,6,2012,31,54,14,0.1,80.4,4.9,16.1,2.5,5.5,1.5,0
17,6,2012,30,78,14,0.3,56.9,1.9,8,0.7,2.4,0.2,0
1,6,2012,28,57,18,1.2,64.6,3.3,8.1,1.2,3.3,0.5,0
19,6,2012,31,74,14,0.2,58.6,2.9,8,0.8,3.1,0.3,0
2,6,2012,27,76,17,1.4,54.2,2.4,8.1,0.7,2.8,0.3,0
11,7,2012,29,75,17,0.8,59.3,4.7,8,0.9,4.5,0.3,0
21,6,2012,32,47,14,0.9,78.6,7.4,9.7,2,7.2,1.2,0
8,9,2012,24,79,15,2.2,43.7,1.1,7.4,0.1,1.6,0,0
4,6,2012,31,60,14,0.2,76.9,5.9,18.1,1.8,6.5,0.9,0
26,9,2012,27,84,17,5,44.2,5.1,7.9,0.2,4.9,0,0
21,8,2012,31,50,18,0.6,77.9,10.6,41.4,2.4,12.9,2.8,0
9,6,2012,25,87,13,0.2,53.5,7.5,37.8,0.4,10.1,0.3,0
17,6,2012,28,87,15,0.9,46.6,4.5,8,0.2,4.4,0.1,0
29,6,2012,33,42,14,1.7,79.6,11.8,8.5,2.2,11.3,2.1,0
3,7,2012,31,76,20,0.8,62.9,2.6,9.2,1.3,3,0.5,0
5,8,2012,30,59,12,3.8,66.2,4.4,8.5,1,4.3,0.4,0
16,6,2012,29,78,14,0.4,55.8,3.4,7.8,0.6,3.6,0.2,0
16,6,2012,30,80,18,0.4,60.4,4.7,20.1,1,5.7,0.5,0
3,8,2012,29,58,14,3.4,65.3,3.7,8.4,1.1,3.7,0.4,0
6,8,2012,28,75,17,0.1,75.2,5,35.5,1.9,7.2,0.9,0
22,7,2012,28,82,19,0,77.3,10,27.3,2,10.5,2.2,0
1,6,2012,29,66,18,0.9,60.7,2.6,8.5,1.1,3,0.4,0
11,6,2012,26,85,17,0.8,51.2,7.2,26,0.5,8.3,0.2,0
19,6,2012,31,71,16,0.1,80,7.9,38.7,2.6,10.4,2.7,0
6,8,2012,34,63,13,2.4,71,6.9,9.8,1.3,6.6,0.6,0
21,8,2012,33,59,14,0.5,77.1,19.5,76.8,1.9,23.4,3.3,0
26,7,2012,28,81,17,0,80,12.4,30.7,2.7,12.5,3.1,0
12,6,2012,29,76,18,0.7,59.1,4.6,7.9,0.9,4.5,0.4,0
13,6,2012,27,83,20,1.1,51.1,6.3,18.1,0.5,6.5,0.2,0
18,6,2012,29,82,15,0.3,61.8,4.5,23.6,1,5.7,0.5,0
19,6,2012,30,80,16,0.4,60,3.8,25.1,0.9,5.3,0.4,0
23,9,2012,29,57,17,0.4,78.6,11.9,39.3,2.4,13.4,2.9,0
13,7,2012,28,62,15,0,78.1,5.3,15.3,2.1,5.8,1.2,0
13,6,2012,32,55,15,2,76.5,6.2,11.7,1.9,6.3,1,0
25,7,2012,32,64,15,0.3,77.1,29.7,135.5,2,27.4,4.9,0
4,6,2012,30,62,14,0.1,78.6,5.5,16.2,2.1,5.9,1,0
25,9,2012,29,52,9,0.5,77.2,7.4,19,2.1,7.5,1.4,0
26,7,2012,29,86,17,0,79.8,11.6,28.3,2.7,11.7,3.1,0
21,6,2012,32,46,14,1.1,78.3,8.1,8.4,1.9,7.7,1.2,0
9,6,2012,25,87,13,0.2,52.8,7.9,38.3,0.4,10.4,0.3,0
14,8,2012,22,76,25,8.3,47.4,1.1,7,0.4,1.6,0.1,0
